title;short_description;description;category;original_price;sale_price;regular_price;images;url
Moyra Pump Container;Afbeelding toont hoe hoe dicht en hoe open. Er wordt met dit artikel 1 pomp geleverd;<p>Afbeelding toont hoe hoe dicht en hoe open. Er wordt met dit artikel 1 pomp geleverd</p>;Moyra Benodigheden;;;3,95;https://cdn.myonlinestore.eu/93ee00cb-6be1-11e9-a722-44a8421b9960/image/cache/full/ed11832b14ba9b8ab3cdc7ce0f0b526230f5e0d0.jpg;https://www.nagelproduct.nl/a-66364393/moyra-benodigheden/moyra-pump-container/
Moyra Face Mask Black;;;Moyra Benodigheden;;;8,95;https://cdn.myonlinestore.eu/93ee00cb-6be1-11e9-a722-44a8421b9960/image/cache/full/a7a2fd72cdef588bb95d159ee41bf7f305fb101a.jpg,https://cdn.myonlinestore.eu/93ee00cb-6be1-11e9-a722-44a8421b9960/image/cache/article/5629b237e355a480a26817b59e26d4e0cb00ad80.jpg;https://www.nagelproduct.nl/a-61709152/moyra-benodigheden/moyra-face-mask-black/
Moyra SuperShine Color Gel 610;;;Moyra SuperShine Color Gel;;;8,95;https://cdn.myonlinestore.eu/93ee00cb-6be1-11e9-a722-44a8421b9960/image/cache/full/9b069221e5fdc0314649cee9a95f677c2657c4bc.jpg,https://cdn.myonlinestore.eu/93ee00cb-6be1-11e9-a722-44a8421b9960/image/cache/article/5a8a09fb6455bb143388e5f5911958fc1baa79ac.jpg;https://www.nagelproduct.nl/a-64974291/moyra-supershine-color-gel/moyra-supershine-color-gel-610/
Moyra Face Mask Pink;;;Moyra Benodigheden;;;8,95;https://cdn.myonlinestore.eu/93ee00cb-6be1-11e9-a722-44a8421b9960/image/cache/full/a7a2fd72cdef588bb95d159ee41bf7f305fb101a.jpg,https://cdn.myonlinestore.eu/93ee00cb-6be1-11e9-a722-44a8421b9960/image/cache/article/7a544550f56a9cf04bf9daec0b2ffe551cd8b38e.jpg;https://www.nagelproduct.nl/a-61709149/moyra-benodigheden/moyra-face-mask-pink/
Moyra Nail Polish Corrector Pen;;;Moyra Vloeistoffen;;;3,95;https://cdn.myonlinestore.eu/93ee00cb-6be1-11e9-a722-44a8421b9960/image/cache/full/50244497e36536d98b4ca2c772011578a57f78e4.jpg;https://www.nagelproduct.nl/a-65492806/moyra-vloeistoffen/moyra-nail-polish-corrector-pen/
Moyra GelPolish Remover 50ml;;;Moyra Vloeistoffen;;;3,95;https://cdn.myonlinestore.eu/93ee00cb-6be1-11e9-a722-44a8421b9960/image/cache/full/9335912105ae4ee86dbc92c301b0ad68edfd9fcb.jpg;https://www.nagelproduct.nl/a-58685197/moyra-vloeistoffen/moyra-gelpolish-remover-50ml/
Moyra Acrylic Paint No.41;;;Moyra Paints > Moyra Acrylic Paint;;;3,95;https://cdn.myonlinestore.eu/93ee00cb-6be1-11e9-a722-44a8421b9960/image/cache/full/40913458cd5c1643a0598771a43c068909cde2c5.jpg,https://cdn.myonlinestore.eu/93ee00cb-6be1-11e9-a722-44a8421b9960/image/cache/article/7529ca93e8ac99c76d0667327b65342afa069ece.jpg;https://www.nagelproduct.nl/a-55073282/moyra-acrylic-paint/moyra-acrylic-paint-no-41/
Moyra Stamping and Painting Gel No.20 Gold;;;Moyra Paints > Moyra Stamping and Painting Gel;;;8,95;https://cdn.myonlinestore.eu/93ee00cb-6be1-11e9-a722-44a8421b9960/image/cache/full/aa92961a0b4e3337f8c362146ae98973813ba1bb.jpg;https://www.nagelproduct.nl/a-66341674/moyra-stamping-and-painting-gel/moyra-stamping-and-painting-gel-no-20-gold/
Moyra Stamping and Painting Gel No.19 Silver;;;Moyra Paints > Moyra Stamping and Painting Gel;;;8,95;https://cdn.myonlinestore.eu/93ee00cb-6be1-11e9-a722-44a8421b9960/image/cache/full/799a020bd4f7a2abcb5035052ddbc6a74e119637.jpg;https://www.nagelproduct.nl/a-66341671/moyra-stamping-and-painting-gel/moyra-stamping-and-painting-gel-no-19-silver/
Moyra Nail Polish Holographic 256 Orion;Moyra nail polish is fast drying, well covering, nicely levelling, long-lasting nail polish in beautiful, trendy colors.;<p>Moyra nail polish is fast drying, well covering, nicely levelling, long-lasting nail polish in beautiful, trendy colors.</p><p>Met deze lak is er de mogelijkheid om te stempelen. Je bent dan als extra een siliconen stempel nodig. Aflakken kan met topcoat naar keuze.</p><p>Unit Size:12ml</p>;Moyra Stamping > Moyra Holographic stamping polish;;;4,95;https://cdn.myonlinestore.eu/93ee00cb-6be1-11e9-a722-44a8421b9960/image/cache/full/04a9da4810abf6e2fe2e2bab9e4a514d1bbfccb6.jpg,https://cdn.myonlinestore.eu/93ee00cb-6be1-11e9-a722-44a8421b9960/image/cache/article/f2776a2ed1559affa6be601763ed5a8323dc20e8.jpg;https://www.nagelproduct.nl/a-56014534/moyra-holographic-stamping-polish/moyra-nail-polish-holographic-256-orion/
Moyra Acrylic Paint No.39;;;Moyra Paints > Moyra Acrylic Paint;;;3,95;https://cdn.myonlinestore.eu/93ee00cb-6be1-11e9-a722-44a8421b9960/image/cache/full/a79109057a78e00df9a432d919894074994f95fc.jpg,https://cdn.myonlinestore.eu/93ee00cb-6be1-11e9-a722-44a8421b9960/image/cache/article/abf4eec5ae80aef5b552ac56bcc481f3494e3779.jpg;https://www.nagelproduct.nl/a-55073264/moyra-acrylic-paint/moyra-acrylic-paint-no-39/
Sale Moyra Acrylic Paint No.32;;;Moyra Paints > Moyra Acrylic Paint;3,95;2,95;;https://cdn.myonlinestore.eu/93ee00cb-6be1-11e9-a722-44a8421b9960/image/cache/full/5b603e72b746cc3aca15e7104face7b01431e62f.jpg,https://cdn.myonlinestore.eu/93ee00cb-6be1-11e9-a722-44a8421b9960/image/cache/article/8f128b161c5249d50f4721ec66c4f6a56fe7ae50.jpg;https://www.nagelproduct.nl/a-55046354/moyra-acrylic-paint/sale-moyra-acrylic-paint-no-32/
Moyra Acrylic Paint No.28;;;Moyra Paints > Moyra Acrylic Paint;;;3,95;https://cdn.myonlinestore.eu/93ee00cb-6be1-11e9-a722-44a8421b9960/image/cache/full/ba6cb75dccdef44a95885cd6b39bff8dface8ad9.jpg,https://cdn.myonlinestore.eu/93ee00cb-6be1-11e9-a722-44a8421b9960/image/cache/article/307ada3e5a19fded7a7e1bf102c63b1662d9318f.jpg;https://www.nagelproduct.nl/a-55046353/moyra-acrylic-paint/moyra-acrylic-paint-no-28/
Moyra Acrylic Paint No.40;;;Moyra Paints > Moyra Acrylic Paint;;;3,95;https://cdn.myonlinestore.eu/93ee00cb-6be1-11e9-a722-44a8421b9960/image/cache/full/3f14740edcc42327fe40e38026063900a17a848b.jpg,https://cdn.myonlinestore.eu/93ee00cb-6be1-11e9-a722-44a8421b9960/image/cache/article/02a69745d41e186bd667b67a26646142492023b7.jpg;https://www.nagelproduct.nl/a-55073280/moyra-acrylic-paint/moyra-acrylic-paint-no-40/
Moyra Acrylic Paint No.25;;;Moyra Paints > Moyra Acrylic Paint;;;3,95;https://cdn.myonlinestore.eu/93ee00cb-6be1-11e9-a722-44a8421b9960/image/cache/full/d84f48d1948a767facda19e01f35170ec9f1a9df.jpg,https://cdn.myonlinestore.eu/93ee00cb-6be1-11e9-a722-44a8421b9960/image/cache/article/15f0a7b2f0043a7f235d605d1b29db52ec233194.jpg;https://www.nagelproduct.nl/a-55046350/moyra-acrylic-paint/moyra-acrylic-paint-no-25/
SALE Moyra Acrylic Paint No.22;;;Moyra Paints > Moyra Acrylic Paint;3,95;2,95;;https://cdn.myonlinestore.eu/93ee00cb-6be1-11e9-a722-44a8421b9960/image/cache/full/9c1f92d81d4b0633cad865e4734eba17f915a072.jpg,https://cdn.myonlinestore.eu/93ee00cb-6be1-11e9-a722-44a8421b9960/image/cache/article/cb5c7d3f6d2eb8d3bc43a3bc238544cb9cefd034.jpg;https://www.nagelproduct.nl/a-55046348/moyra-acrylic-paint/sale-moyra-acrylic-paint-no-22/
Moyra Acrylic Paint No.23;;;Moyra Paints > Moyra Acrylic Paint;;;3,95;https://cdn.myonlinestore.eu/93ee00cb-6be1-11e9-a722-44a8421b9960/image/cache/full/a1dbc005d88f3cc238fe86ae3b44030a1310d225.jpg,https://cdn.myonlinestore.eu/93ee00cb-6be1-11e9-a722-44a8421b9960/image/cache/article/d8fda56cf55aa5362b510d797a8853f8ea3e542c.jpg;https://www.nagelproduct.nl/a-55046349/moyra-acrylic-paint/moyra-acrylic-paint-no-23/
Moyra Acrylic Paint No.21;;;Moyra Paints > Moyra Acrylic Paint;;;3,95;https://cdn.myonlinestore.eu/93ee00cb-6be1-11e9-a722-44a8421b9960/image/cache/full/d87a24224f29bb3080ae592a43f971c31d5c0cec.jpg,https://cdn.myonlinestore.eu/93ee00cb-6be1-11e9-a722-44a8421b9960/image/cache/article/544e0e57efeefb36e38c1155bca5c06c2a5da7a3.jpg;https://www.nagelproduct.nl/a-55046345/moyra-acrylic-paint/moyra-acrylic-paint-no-21/
Moyra Acrylic Paint No.19;;;Moyra Paints > Moyra Acrylic Paint;;;3,95;https://cdn.myonlinestore.eu/93ee00cb-6be1-11e9-a722-44a8421b9960/image/cache/full/b346795eb8d390e7828076d83d8caea137406f74.jpg,https://cdn.myonlinestore.eu/93ee00cb-6be1-11e9-a722-44a8421b9960/image/cache/article/c60308d13f1c9298930f68e569bac77928fc9ff2.jpg;https://www.nagelproduct.nl/a-55046344/moyra-acrylic-paint/moyra-acrylic-paint-no-19/
Moyra Acrylic Paint No.16;;;Moyra Paints > Moyra Acrylic Paint;;;3,95;https://cdn.myonlinestore.eu/93ee00cb-6be1-11e9-a722-44a8421b9960/image/cache/full/fd88baf738bb647ae7ee79373869b3ebcc7f021c.jpg,https://cdn.myonlinestore.eu/93ee00cb-6be1-11e9-a722-44a8421b9960/image/cache/article/00efe29297b504dfb6f1b5a6fcd15344286923bb.jpg;https://www.nagelproduct.nl/a-55046331/moyra-acrylic-paint/moyra-acrylic-paint-no-16/
Moyra Acrylic Paint No.15;;;Moyra Paints > Moyra Acrylic Paint;;;3,95;https://cdn.myonlinestore.eu/93ee00cb-6be1-11e9-a722-44a8421b9960/image/cache/full/6d7e65624b09bf29e901012d689f3e775757faad.jpg,https://cdn.myonlinestore.eu/93ee00cb-6be1-11e9-a722-44a8421b9960/image/cache/article/5b3300edd764388dcf4add6137e944888db32c6a.jpg;https://www.nagelproduct.nl/a-55046330/moyra-acrylic-paint/moyra-acrylic-paint-no-15/
Moyra Acrylic Paint No.08;;;Moyra Paints > Moyra Acrylic Paint;;;3,95;https://cdn.myonlinestore.eu/93ee00cb-6be1-11e9-a722-44a8421b9960/image/cache/full/5f6c351d6ed39e53fb2294a7a39c8572fac7951f.jpg,https://cdn.myonlinestore.eu/93ee00cb-6be1-11e9-a722-44a8421b9960/image/cache/article/48449ce31aebcade93aed4603754dc8e6beab0ce.jpg;https://www.nagelproduct.nl/a-55046319/moyra-acrylic-paint/moyra-acrylic-paint-no-08/
Moyra Acrylic Paint No.13;;;Moyra Paints > Moyra Acrylic Paint;;;3,95;https://cdn.myonlinestore.eu/93ee00cb-6be1-11e9-a722-44a8421b9960/image/cache/full/1b5c5bdd6c4e240f85a8da4d6dca2c49a08f6584.jpg,https://cdn.myonlinestore.eu/93ee00cb-6be1-11e9-a722-44a8421b9960/image/cache/article/ceb02b8cffa3dd3e399bd4589595fdeb8c23df69.jpg;https://www.nagelproduct.nl/a-55046327/moyra-acrylic-paint/moyra-acrylic-paint-no-13/
Moyra Acrylic Paint No.11;;;Moyra Paints > Moyra Acrylic Paint;;;3,95;https://cdn.myonlinestore.eu/93ee00cb-6be1-11e9-a722-44a8421b9960/image/cache/full/940fc2ad05fe54fa78ee0291c029484fa9822eb6.jpg,https://cdn.myonlinestore.eu/93ee00cb-6be1-11e9-a722-44a8421b9960/image/cache/article/3ee3dc5e9630d41ea804760d1a7989e191242fbc.jpg;https://www.nagelproduct.nl/a-55046323/moyra-acrylic-paint/moyra-acrylic-paint-no-11/
Moyra Acrylic Paint No.09;;;Moyra Paints > Moyra Acrylic Paint;;;3,95;https://cdn.myonlinestore.eu/93ee00cb-6be1-11e9-a722-44a8421b9960/image/cache/full/4fe136b699b0c0ed810ca0cd5e1cd5fd994d2aac.jpg,https://cdn.myonlinestore.eu/93ee00cb-6be1-11e9-a722-44a8421b9960/image/cache/article/758172f1b3782953130c9a08c7fba644554663dc.jpg;https://www.nagelproduct.nl/a-55046320/moyra-acrylic-paint/moyra-acrylic-paint-no-09/
Moyra Acrylic Paint No.07;;;Moyra Paints > Moyra Acrylic Paint;;;3,95;https://cdn.myonlinestore.eu/93ee00cb-6be1-11e9-a722-44a8421b9960/image/cache/full/793f334264873aebe75360e43c3943c203948387.jpg,https://cdn.myonlinestore.eu/93ee00cb-6be1-11e9-a722-44a8421b9960/image/cache/article/eac617dc6471a0ef4981985746ce67da2ed36552.jpg;https://www.nagelproduct.nl/a-55046318/moyra-acrylic-paint/moyra-acrylic-paint-no-07/
Moyra Acrylic Paint No.06;;;Moyra Paints > Moyra Acrylic Paint;;;3,95;https://cdn.myonlinestore.eu/93ee00cb-6be1-11e9-a722-44a8421b9960/image/cache/full/93450445aee967a4a0e61fe9ef24b126923c0197.jpg,https://cdn.myonlinestore.eu/93ee00cb-6be1-11e9-a722-44a8421b9960/image/cache/article/70c9f1f2a9e251158b3c55d53a210f90a5e05140.jpg;https://www.nagelproduct.nl/a-55046315/moyra-acrylic-paint/moyra-acrylic-paint-no-06/
Moyra Acrylic Paint No.03;;;Moyra Paints > Moyra Acrylic Paint;;;3,95;https://cdn.myonlinestore.eu/93ee00cb-6be1-11e9-a722-44a8421b9960/image/cache/full/24718d9f5a5d910f50244dfa7a0c6ca970e96066.jpg,https://cdn.myonlinestore.eu/93ee00cb-6be1-11e9-a722-44a8421b9960/image/cache/article/7bf1b0abe7d8315c325f43b9d0181acc2ad2450c.jpg;https://www.nagelproduct.nl/a-55046305/moyra-acrylic-paint/moyra-acrylic-paint-no-03/
Moyra Acrylic Paint No.05;;;Moyra Paints > Moyra Acrylic Paint;;;3,95;https://cdn.myonlinestore.eu/93ee00cb-6be1-11e9-a722-44a8421b9960/image/cache/full/470a7cd7459df7fba701bcb13efc67687180852e.jpg,https://cdn.myonlinestore.eu/93ee00cb-6be1-11e9-a722-44a8421b9960/image/cache/article/d55f3862643a0d62584b0dad312f4bbf76065fbb.jpg;https://www.nagelproduct.nl/a-55046311/moyra-acrylic-paint/moyra-acrylic-paint-no-05/
Moyra Stamping and Painting Gel No.18 Dark Green;;;Moyra Paints > Moyra Stamping and Painting Gel;;;8,95;https://cdn.myonlinestore.eu/93ee00cb-6be1-11e9-a722-44a8421b9960/image/cache/full/23528179cd93e49052a7b91b108cb8b5f3a91d7f.jpg;https://www.nagelproduct.nl/a-66341668/moyra-stamping-and-painting-gel/moyra-stamping-and-painting-gel-no-18-dark-green/
Moyra Acrylic Paint No.04;;;Moyra Paints > Moyra Acrylic Paint;;;3,95;https://cdn.myonlinestore.eu/93ee00cb-6be1-11e9-a722-44a8421b9960/image/cache/full/b35498dbb9316cde5aba2eb2c3c9345648782fa8.jpg,https://cdn.myonlinestore.eu/93ee00cb-6be1-11e9-a722-44a8421b9960/image/cache/article/b43c07c0a4b012f40c1bfdc6ef93a7356330f643.jpg;https://www.nagelproduct.nl/a-55046309/moyra-acrylic-paint/moyra-acrylic-paint-no-04/
Moyra Stamping and Painting Gel No.17 Grey;;;Moyra Paints > Moyra Stamping and Painting Gel;;;8,95;https://cdn.myonlinestore.eu/93ee00cb-6be1-11e9-a722-44a8421b9960/image/cache/full/34086a5049cb771e5841d13fdf813179f7771096.jpg;https://www.nagelproduct.nl/a-66341665/moyra-stamping-and-painting-gel/moyra-stamping-and-painting-gel-no-17-grey/
Moyra Acrylic Paint No.01;;;Moyra Paints > Moyra Acrylic Paint;;;3,95;https://cdn.myonlinestore.eu/93ee00cb-6be1-11e9-a722-44a8421b9960/image/cache/full/d35cb762b5ffbc6fece0170baa20f1c4a6d33dc1.jpg,https://cdn.myonlinestore.eu/93ee00cb-6be1-11e9-a722-44a8421b9960/image/cache/article/e5fe3e8edb71e2edfb6c4801128d89ef404c72ca.jpg;https://www.nagelproduct.nl/a-55046065/moyra-acrylic-paint/moyra-acrylic-paint-no-01/
Moyra Acrylic Paint No.02;;;Moyra Paints > Moyra Acrylic Paint;;;3,95;https://cdn.myonlinestore.eu/93ee00cb-6be1-11e9-a722-44a8421b9960/image/cache/full/1c053f4f8da9f271f6b6fbbcac9f27de979591e2.jpg,https://cdn.myonlinestore.eu/93ee00cb-6be1-11e9-a722-44a8421b9960/image/cache/article/fa9017a89ef6add9713773f93f28917e02137bce.jpg;https://www.nagelproduct.nl/a-55046304/moyra-acrylic-paint/moyra-acrylic-paint-no-02/
Moyra Stamping and Painting Gel No.15 Mauve;;;Moyra Paints > Moyra Stamping and Painting Gel;;;8,95;https://cdn.myonlinestore.eu/93ee00cb-6be1-11e9-a722-44a8421b9960/image/cache/full/6b57777be9834fbf1d23c647ab4cf9d5ffc5d874.jpg;https://www.nagelproduct.nl/a-66341659/moyra-stamping-and-painting-gel/moyra-stamping-and-painting-gel-no-15-mauve/
Moyra Stamping and Painting Gel No.16 Vivid Coral;;;Moyra Paints > Moyra Stamping and Painting Gel;;;8,95;https://cdn.myonlinestore.eu/93ee00cb-6be1-11e9-a722-44a8421b9960/image/cache/full/603fdfc08052ba0d67cfc43342c9965bcaa7d531.jpg;https://www.nagelproduct.nl/a-66341662/moyra-stamping-and-painting-gel/moyra-stamping-and-painting-gel-no-16-vivid-coral/
Moyra Stamping and Painting Gel No.13 Vivid Pink;;;Moyra Paints > Moyra Stamping and Painting Gel;;;8,95;https://cdn.myonlinestore.eu/93ee00cb-6be1-11e9-a722-44a8421b9960/image/cache/full/004699e875849b78ed2e532697a2e758dd9972d3.jpg;https://www.nagelproduct.nl/a-62108069/moyra-stamping-and-painting-gel/moyra-stamping-and-painting-gel-no-13-vivid-pink/
Moyra Stamping and Painting Gel No.14 Rose;;;Moyra Paints > Moyra Stamping and Painting Gel;;;8,95;https://cdn.myonlinestore.eu/93ee00cb-6be1-11e9-a722-44a8421b9960/image/cache/full/a96a7ce063650ef952032383363376e1119af4e5.jpg;https://www.nagelproduct.nl/a-66341656/moyra-stamping-and-painting-gel/moyra-stamping-and-painting-gel-no-14-rose/
Moyra Stamping and Painting Gel No.12 Vivid Red;;;Moyra Paints > Moyra Stamping and Painting Gel;;;8,95;https://cdn.myonlinestore.eu/93ee00cb-6be1-11e9-a722-44a8421b9960/image/cache/full/14b8c0136dfb6d95646222476dbf8462a0a4fbca.jpg;https://www.nagelproduct.nl/a-62108066/moyra-stamping-and-painting-gel/moyra-stamping-and-painting-gel-no-12-vivid-red/
Moyra Stamping and Painting Gel No.11 Vivid Orange;;;Moyra Paints > Moyra Stamping and Painting Gel;;;8,95;https://cdn.myonlinestore.eu/93ee00cb-6be1-11e9-a722-44a8421b9960/image/cache/full/6d1def081614d8317c75153524d163c7c52bd9d9.jpg;https://www.nagelproduct.nl/a-62108063/moyra-stamping-and-painting-gel/moyra-stamping-and-painting-gel-no-11-vivid-orange/
Moyra Stamping and Painting Gel No.10 Vivid Yellow;;;Moyra Paints > Moyra Stamping and Painting Gel;;;8,95;https://cdn.myonlinestore.eu/93ee00cb-6be1-11e9-a722-44a8421b9960/image/cache/full/ffb980bde02a58b0ddfc793c43d634d475a56517.jpg;https://www.nagelproduct.nl/a-62108055/moyra-stamping-and-painting-gel/moyra-stamping-and-painting-gel-no-10-vivid-yellow/
Moyra Stamping and Painting Gel No.08 Silver;;;Moyra Paints > Moyra Stamping and Painting Gel;;;8,95;https://cdn.myonlinestore.eu/93ee00cb-6be1-11e9-a722-44a8421b9960/image/cache/full/a5f54dc1914d7d803a8292e01a4741fbcbefd672.jpg;https://www.nagelproduct.nl/a-62108043/moyra-stamping-and-painting-gel/moyra-stamping-and-painting-gel-no-08-silver/
Moyra Stamping and Painting Gel No.09 Vivid Green;;;Moyra Paints > Moyra Stamping and Painting Gel;;;8,95;https://cdn.myonlinestore.eu/93ee00cb-6be1-11e9-a722-44a8421b9960/image/cache/full/4f96c80837b0dfca1a4dd394f47762cd1bff3b08.jpg;https://www.nagelproduct.nl/a-62108047/moyra-stamping-and-painting-gel/moyra-stamping-and-painting-gel-no-09-vivid-green/
Moyra Stamping and Painting Gel No.05 Purple;;;Moyra Paints > Moyra Stamping and Painting Gel;;;8,95;https://cdn.myonlinestore.eu/93ee00cb-6be1-11e9-a722-44a8421b9960/image/cache/full/9d0a01067ab1a7fae7c3000cb596a5d17fb6e823.jpg;https://www.nagelproduct.nl/a-62108032/moyra-stamping-and-painting-gel/moyra-stamping-and-painting-gel-no-05-purple/
Moyra Stamping and Painting Gel No.06 Blue;;;Moyra Paints > Moyra Stamping and Painting Gel;;;8,95;https://cdn.myonlinestore.eu/93ee00cb-6be1-11e9-a722-44a8421b9960/image/cache/full/fb5d3c970742001b1b88bafc41a061ad5d1b75de.jpg;https://www.nagelproduct.nl/a-62108036/moyra-stamping-and-painting-gel/moyra-stamping-and-painting-gel-no-06-blue/
Moyra Stamping and Painting Gel No.04 Red;;;Moyra Paints > Moyra Stamping and Painting Gel;;;8,95;https://cdn.myonlinestore.eu/93ee00cb-6be1-11e9-a722-44a8421b9960/image/cache/full/d8be2964bb44039be08ece61f8af4711373be083.jpg;https://www.nagelproduct.nl/a-62108029/moyra-stamping-and-painting-gel/moyra-stamping-and-painting-gel-no-04-red/
Moyra Stamping and Painting Gel No.07 Black;;;Moyra Paints > Moyra Stamping and Painting Gel;;;8,95;https://cdn.myonlinestore.eu/93ee00cb-6be1-11e9-a722-44a8421b9960/image/cache/full/5b356f1e8f0cf7cd0098eebcf5a237fa572e2b85.jpg;https://www.nagelproduct.nl/a-62108041/moyra-stamping-and-painting-gel/moyra-stamping-and-painting-gel-no-07-black/
Moyra Stamping and Painting Gel No.03 Pink;;;Moyra Paints > Moyra Stamping and Painting Gel;;;8,95;https://cdn.myonlinestore.eu/93ee00cb-6be1-11e9-a722-44a8421b9960/image/cache/full/bd77a1c404ed6004388203f150f83d2b5146c08b.jpg;https://www.nagelproduct.nl/a-62108006/moyra-stamping-and-painting-gel/moyra-stamping-and-painting-gel-no-03-pink/
Moyra Stamping and Painting Gel No.01 White;;;Moyra Paints > Moyra Stamping and Painting Gel;;;8,95;https://cdn.myonlinestore.eu/93ee00cb-6be1-11e9-a722-44a8421b9960/image/cache/full/dff3baddbd32df8df22d909ca706183d3634470b.jpg,https://cdn.myonlinestore.eu/93ee00cb-6be1-11e9-a722-44a8421b9960/image/cache/article/432d09b52be9dd2f2b5c9ef09f729c721f4e8105.jpg;https://www.nagelproduct.nl/a-62107958/moyra-stamping-and-painting-gel/moyra-stamping-and-painting-gel-no-01-white/
Moyra Stamping and Painting Gel No.02 Yellow;;;Moyra Paints > Moyra Stamping and Painting Gel;;;8,95;https://cdn.myonlinestore.eu/93ee00cb-6be1-11e9-a722-44a8421b9960/image/cache/full/2232d84cb485597e4de826d9c44e11e89709e24c.jpg;https://www.nagelproduct.nl/a-62107964/moyra-stamping-and-painting-gel/moyra-stamping-and-painting-gel-no-02-yellow/
Moyra Nail Polish Holographic 252 Infinity;Moyra nail polish is fast drying, well covering, nicely levelling, long-lasting nail polish in beautiful, trendy colors.;<p>Moyra nail polish is fast drying, well covering, nicely levelling, long-lasting nail polish in beautiful, trendy colors.</p><p>Met deze lak is er de mogelijkheid om te stempelen. Je bent dan als extra een siliconen stempel nodig. Aflakken kan met topcoat naar keuze.</p><p>Unit Size:12ml</p>;Moyra Stamping > Moyra Holographic stamping polish;;;4,95;https://cdn.myonlinestore.eu/93ee00cb-6be1-11e9-a722-44a8421b9960/image/cache/full/14f1f5d641903f45542994c49197bd3bd3fee29d.jpg,https://cdn.myonlinestore.eu/93ee00cb-6be1-11e9-a722-44a8421b9960/image/cache/article/f2776a2ed1559affa6be601763ed5a8323dc20e8.jpg;https://www.nagelproduct.nl/a-56014530/moyra-holographic-stamping-polish/moyra-nail-polish-holographic-252-infinity/
Moyra Nail Polish Holographic 255 Gravity;Moyra nail polish is fast drying, well covering, nicely levelling, long-lasting nail polish in beautiful, trendy colors.;<p>Moyra nail polish is fast drying, well covering, nicely levelling, long-lasting nail polish in beautiful, trendy colors.</p><p>Met deze lak is er de mogelijkheid om te stempelen. Je bent dan als extra een siliconen stempel nodig. Aflakken kan met topcoat naar keuze.</p><p>Unit Size:12ml</p>;Moyra Stamping > Moyra Holographic stamping polish;;;4,95;https://cdn.myonlinestore.eu/93ee00cb-6be1-11e9-a722-44a8421b9960/image/cache/full/5b24b060bd0b25692fec79af7ad18d2c65ca8bc0.jpg,https://cdn.myonlinestore.eu/93ee00cb-6be1-11e9-a722-44a8421b9960/image/cache/article/f2776a2ed1559affa6be601763ed5a8323dc20e8.jpg;https://www.nagelproduct.nl/a-56014532/moyra-holographic-stamping-polish/moyra-nail-polish-holographic-255-gravity/
Moyra Nail Polish Holographic 251 Sirius;Moyra nail polish is fast drying, well covering, nicely levelling, long-lasting nail polish in beautiful, trendy colors.;<p>Moyra nail polish is fast drying, well covering, nicely levelling, long-lasting nail polish in beautiful, trendy colors.</p><p>Met deze lak is er de mogelijkheid om te stempelen. Je bent dan als extra een siliconen stempel nodig. Aflakken kan met topcoat naar keuze.</p><p>Unit Size:12ml</p>;Moyra Stamping > Moyra Holographic stamping polish;;;4,95;https://cdn.myonlinestore.eu/93ee00cb-6be1-11e9-a722-44a8421b9960/image/cache/full/11f8dbd4e81dcfa5a188f52cbc7e84f0e18ce458.jpg,https://cdn.myonlinestore.eu/93ee00cb-6be1-11e9-a722-44a8421b9960/image/cache/article/f2776a2ed1559affa6be601763ed5a8323dc20e8.jpg;https://www.nagelproduct.nl/a-56014528/moyra-holographic-stamping-polish/moyra-nail-polish-holographic-251-sirius/
